job,skill
Meat and Seafood Processor / Packager,Writing Packaging Inventory Management Inventory Control Building Effective Relationships Organizational Skills Communication Skills Supervisory Skills Physical Demand Computer Skills Content Development Content Management Content Management Systems (CMS) Concept Development Proofreading Data Collection Data Entry Data Management Data Analysis Microsoft Excel Job Evaluation Conflict Management Presentation Skills Administrative Support Building Effective Relationships
Mechanical / Electrical Drafter,AutoCAD Computer Aided Drafting/Design (CAD) Mechanical Design Communication Skills Microsoft Office Microsoft Excel Mechanical Engineering Revit Calculation 3D Modeling/ Design Content Development Content Management Content Management Systems (CMS) Concept Development Proofreading Data Collection Data Entry Data Management Data Analysis Microsoft Excel Job Evaluation Conflict Management Presentation Skills Administrative Support Building Effective Relationships
Mechanical Engineer,Mechanical Engineering Communication Skills Writing Project Management Computer Aided Drafting/Design (CAD) Problem Solving Microsoft Office Mechanical Design Research Microsoft Excel Project Management Product Development Manufacturing Processes Validation Product Design
Media Planner / Buyer,Creativity Writing Communication Skills Research Microsoft Excel Detail-Oriented Planning Media Planning Editing Organizational Skills Social Media Optimization Content Management Journalism Microsoft Word Microsoft Excel Budgeting Microsoft Powerpoint Microsoft Office Microsoft Word
Medical / Clinical Social Worker ,Social Work Treatment Planning Communication Skills Case Management Mental Health Discharge Planning Team Work/ Collaboration Writing Crisis Intervention Patient Care Social Work Treatment Planning Case Management Mental Health Crisis Intervention Social Work Case Management Mental Health Patient Care Home Health Mental Health Behavioral Health Social Services Therapy Rehabilitation
Medical / Pharmaceutical Sales Representative,Sales Pharmaceutical Sales Communication Skills Medical Sales Computer Skills Building Effective Relationships Medical Device Sales Goals Writing Sales Management Content Development Content Management Content Management Systems (CMS) Concept Development Proofreading Data Collection Data Entry Data Management Data Analysis Microsoft Excel Job Evaluation Conflict Management Presentation Skills Administrative Support Building Effective Relationships
Medical Assembler,Microscope Inspection Medical Device Communication Skills English Detail-Oriented Hand Tools Packaging Mathematics Soldering Content Development Content Management Content Management Systems (CMS) Concept Development Proofreading Data Collection Data Entry Data Management Data Analysis Microsoft Excel Job Evaluation Conflict Management Presentation Skills Administrative Support Building Effective Relationships
Medical Assistant,Patient Care Scheduling Vital Signs Measurement Communication Skills Medical Assistance Appointment Setting Injections Cardiopulmonary Resuscitation (CPR) Computer Skills Electrocardiogram (EKG / ECG) Patient Care Vital Signs Measurement Communication Skills Medical Assistance Patient Preparation Patient Care Vital Signs Measurement Communication Skills Medical Assistance Patient Preparation Patient Care Vital Signs Measurement Communication Skills Medical Assistance Patient Preparation
Medical Biller,Medical Billing Billing Customer Billing Medical Coding Microsoft Excel Communication Skills Accounting Detail-Oriented Data Entry Claims Knowledge Medical Billing Billing Customer Billing Medical Coding Data Entry Billing Medical Coding Data Entry Claims Knowledge ICD-10 Billing Medical Coding Data Entry Claims Knowledge ICD-10
Medical Billing Representative,Medical Billing Billing Customer Billing Medical Coding Communication Skills Microsoft Excel Accounting Data Entry Microsoft Office Research Medical Billing Billing Customer Billing Medical Coding Data Entry Billing Medical Coding Data Entry Claims Knowledge ICD-10 Billing Medical Coding Data Entry Claims Knowledge ICD-10
Medical Claims Examiner,Claims Adjustments Claims Knowledge Communication Skills Microsoft Excel Writing Medical Coding Customer Billing Research Problem Solving Detail-Oriented Content Development Content Management Content Management Systems (CMS) Concept Development Proofreading Data Collection Data Entry Data Management Data Analysis Microsoft Excel Job Evaluation Conflict Management Presentation Skills Administrative Support Building Effective Relationships
Medical Claims Processor / Representative,Claims Knowledge Claims Adjustments Claims Processing Microsoft Excel Customer Billing Data Entry Communication Skills Detail-Oriented Accounting Medical Billing Content Development Content Management Content Management Systems (CMS) Concept Development Proofreading Data Collection Data Entry Data Management Data Analysis Microsoft Excel Job Evaluation Conflict Management Presentation Skills Administrative Support Building Effective Relationships
Medical Coder,Medical Coding Health Information Technology (HIT) CPT Coding Customer Billing ICD-10 Inpatient Coding Medical Record Coding ICD-9-CM Coding Anatomy Outpatient Coding Medical Coding CPT Coding ICD-10 Medical Record Coding Outpatient Coding Medical Coding CPT Coding Customer Billing ICD-10 Inpatient Coding ICD-10 Medical Record Coding Outpatient Coding Medical Coding Experience Coding Accuracy
Medical Director,Communication Skills Supervisory Skills Patient Care Team Work/ Collaboration Planning Staff Management Quality Assurance and Control Writing Budgeting Research Communication Skills Supervisory Skills Patient Care Team Work/ Collaboration Planning Communication Skills Supervisory Skills Patient Care Team Work/ Collaboration Planning Communication Skills Supervisory Skills Patient Care Team Work/ Collaboration Planning
Medical Office / Practice Manager,Budgeting Supervisory Skills Communication Skills Scheduling Customer Billing Office Management Staff Management Problem Solving Planning Organizational Skills Budgeting Communication Skills Office Management Building Effective Relationships Medical Coding Communication Skills Staff Management Planning Writing Customer Service Supervisory Skills Communication Skills Problem Solving Planning Patient Care
Medical Records / Coding Supervisor,Medical Coding Health Information Technology (HIT) Medical Records Supervisory Skills Communication Skills Health Information Management (HIM) Customer Billing Staff Management Writing Medical Records Management Medical Coding Medical Records Customer Billing Staff Management Medical Records Management Medical Coding Medical Records Communication Skills Health Information Management (HIM) ICD-10
Medical Records Clerk / Technician,Medical Records Medical Coding Computer Skills Organizational Skills Scanners Medical Records Retrieval Medical Records Maintenance Medical Record Location Medical Records Scanning Communication Skills Medical Records Medical Coding Medical Records Retrieval Medical Records Maintenance Medical Record Location Medical Records Medical Coding Medical Record Location Communication Skills HIPAA
